"gene_name","p_value","log2fc","fdr"
"Chd3",8.65855711758318e-05,2.47530591831871,0.0147406930561201
"Rere",0.000110832278617445,0.490029082534731,0.0147406930561201
"Phf2",0.000361376755250428,0.533473376072791,0.0198998689226575
"Smarca1",0.000318147052914299,1.79007692549812,0.0198998689226575
"Tet2",0.000374057686516118,0.569979772586839,0.0198998689226575
"Pwwp2b",0.000736921804580031,-0.925999411486755,0.032670200003048
"Mta1",0.00104021616716399,0.52005397531596,0.0395282143522318
"Cbx6",0.00262329064348505,0.54449863713007,0.0447783973467671
"Chd5",0.003030117113691,2.74313532634315,0.0447783973467671
"Dnmt1",0.00295580298419999,1.28280393523703,0.0447783973467671
"Dpf1",0.00175814630730474,2.07440667355798,0.0447783973467671
"G2e3",0.00253552831959861,0.590530605536932,0.0447783973467671
"Jmjd8",0.00201308182784894,0.513066965611905,0.0447783973467671
"Kdm4c",0.00142669687128313,0.31749979787763,0.0447783973467671
"Pygo1",0.00182276627756124,0.337625028103052,0.0447783973467671
"Setd6",0.00278067748783142,1.3321963837496,0.0447783973467671
"Smarca2",0.00265463002768488,0.973091150238199,0.0447783973467671
"Suv39h1",0.00215210224689997,0.587903230192921,0.0447783973467671
"Jmjd4",0.00338834524999156,0.593311583555371,0.0461404947487273
"Nsd1",0.00346921013148326,0.592202300532394,0.0461404947487273
"Asxl3",0.00569453009118156,1.77897311073025,0.0471798059292119
"Baz1a",0.00576821666514398,-0.997700877029549,0.0471798059292119
"Brd4",0.00685129062184246,0.388798768414233,0.0471798059292119
"Brdt",0.0055143818514547,0.902444675095414,0.0471798059292119
"Dpf3",0.00528205835653079,-0.584378056976243,0.0471798059292119
"Ep400",0.00624389686633952,0.565580021128527,0.0471798059292119
"Hdac11",0.00456560532415547,-0.559504653070047,0.0471798059292119
"Hdac7",0.00400248128587905,-1.04654258529489,0.0471798059292119
"Hr",0.00462211115145129,4.66717721267925,0.0471798059292119
"Jade1",0.00683217460323399,1.1669179598533,0.0471798059292119
"Jarid2",0.00679595535417722,-0.349722387034626,0.0471798059292119
"Jmjd6",0.00524402697965177,0.767884238014355,0.0471798059292119
"Mbd4",0.00670418199286914,0.793996524429302,0.0471798059292119
"Mllt6",0.0065337801472938,0.570996317468636,0.0471798059292119
"Prdm16",0.00666303056786062,0.862850025099202,0.0471798059292119
"Pwwp2a",0.00542937941322422,0.723610020079878,0.0471798059292119
"Setd4",0.0054345709576109,0.641864891459374,0.0471798059292119
"Taf3",0.00691733996706491,0.497223253183778,0.0471798059292119
"Uty",0.00562264831596089,1.10268565133677,0.0471798059292119
"L3mbtl3",0.00804345065604903,-0.38801728401616,0.0521843384026596
"Tet1",0.007922208495987,1.33754271866747,0.0521843384026596
"Phf20l1",0.00850975841743791,0.663908786894932,0.052641761372988
"Rai1",0.00840256372754614,0.591377339635967,0.052641761372988
"Prdm1",0.00899376695825857,-5.04439373781932,0.0543714093385632
"Brd8",0.0096178045070179,0.894312830581239,0.0551454193944624
"Hdac10",0.00974373951706666,0.631774788257005,0.0551454193944624
"Smyd5",0.00943855740174094,-0.503631419713697,0.0551454193944624
"Cxxc4",0.0104982932057459,1.59895575584559,0.0581780415151752
"Hspbap1",0.0121784400357498,-0.368999928036683,0.0661115316226416
"Akap1",0.0134680597814665,0.840355699718989,0.0697836385730743
