"gene_name","p_value","log2fc","fdr"
"Cbx3",0.00621292323739679,-0.524194275598456,0.301606233934348
"Chd3",0.00200832729418828,1.61661873548222,0.301606233934348
"Hr",0.00545781982678361,3.90899515444463,0.301606233934348
"Morc4",0.00617339266908182,0.75137603030642,0.301606233934348
"Prdm16",0.00677766817829995,0.734375468958042,0.301606233934348
"Uhrf1",0.00641842311399377,1.46017239643412,0.301606233934348
"Chd9",0.0195977250938942,0.622332551528494,0.575263318669364
"Hdac4",0.0248668478190735,0.723250308219795,0.575263318669364
"Hdac9",0.0342906198713442,1.66043172953847,0.575263318669364
"Jade1",0.0246173143548516,0.545552476772604,0.575263318669364
"Phf19",0.0317391639514397,1.35755196338252,0.575263318669364
"Prdm11",0.0328401510969282,0.540385469581297,0.575263318669364
"Rsf1",0.0324579018840867,-0.168176973884279,0.575263318669364
"Tcf19",0.0205209783157049,2.74723390192472,0.575263318669364
"Tcf20",0.0154111172673787,-0.658457401569713,0.575263318669364
"Tet1",0.0344727082348683,0.595380893353903,0.575263318669364
"Ing4",0.0453974633006087,-0.415336968885384,0.639399825187285
"Nsd1",0.0451052510912877,0.483388333772499,0.639399825187285
"Smyd4",0.0455003620919791,0.398549369706442,0.639399825187285
"Mtf2",0.0486907734432325,-0.3857277996678,0.650021825467154
"Brdt",0.0601187148182781,0.33235546172344,0.734748996853515
"Dpf3",0.060541115845608,0.573612947619275,0.734748996853515
"Cbx2",0.0660984713691197,-0.713695809646409,0.735345493981457
"Dnmt3a",0.0651877292780056,0.386169446868143,0.735345493981457
"Alg13",0.0998575971682378,0.379345790881509,0.750306802485474
"Asxl2",0.0831247012362019,0.302816012297521,0.750306802485474
"Atad2",0.0855611933144493,0.593374735416407,0.750306802485474
"Bahcc1",0.140164178560432,-0.503024746363376,0.750306802485474
"Brpf1",0.13197081654706,-0.304479123681155,0.750306802485474
"Cbx1",0.165310263555091,-0.355026558408564,0.750306802485474
"Cbx6",0.166010363009533,0.318192614294139,0.750306802485474
"Chd5",0.115158779500023,0.577797626427206,0.750306802485474
"Dnmt3b",0.105207062696044,0.802834711537503,0.750306802485474
"Eed",0.143131985180338,0.23266075636619,0.750306802485474
"Ezh2",0.142491553014411,-0.306431447020163,0.750306802485474
"Jade2",0.0992684202548405,0.625725362740977,0.750306802485474
"Jmjd1c",0.127370149099925,-0.396242314070609,0.750306802485474
"Kdm3a",0.142163552294018,-0.365465796341852,0.750306802485474
"Kdm5b",0.0829793070542982,-0.407193700269538,0.750306802485474
"L3mbtl3",0.112337978759537,0.188357718753334,0.750306802485474
"Mbtd1",0.161887731956532,-0.472602786099387,0.750306802485474
"Morc3",0.0702732524646433,-0.373223476161122,0.750306802485474
"Msl3",0.119309253997527,0.291614389676637,0.750306802485474
"Mta3",0.13069241514722,0.508696604401934,0.750306802485474
"Phf20l1",0.15916651794577,0.463277997315346,0.750306802485474
"Prdm1",0.112601667900912,-2.32192778011759,0.750306802485474
"Prdm10",0.124252968738041,0.438016061324041,0.750306802485474
"Pwwp2b",0.133922108095978,0.479469365990172,0.750306802485474
"Rag2",0.154452917396285,0.630354393041571,0.750306802485474
"Scml2",0.131335157201927,1.01088828310768,0.750306802485474
